claim_id,section,statement,claim_type,tier,evidence,status,priority,last_checked,note,source_ref,stale_after
5.6.2-dr-mito-ros-nox4,5.6.2,高血糖使視網膜的粒線體 ROS 與 NOX4 劇增。,mechanism,,,unverified,high,,與 5.6.1-dkd-mito-ros-nox4 為平行宣稱而器官不同：該列另含「直接氧化斷裂 HS 側鏈」的下游，本列僅取上游（下游在原文為器官中性句，已追加 source_ref 至 4.1-ros-desulfation）。兩列須同批查證,glycocalyx/heparanase#3.2,
5.6.2-dr-muller-edema,5.6.2,Müller 細胞表面糖萼降解導致神經視網膜水腫，是糖尿病黃斑水腫的核心機制之一。,mechanism,,,unverified,med,,「之一」為原文模態，逐字保留。原文該項標題另稱「周細胞的糖萼也同時受損」，但內文未就周細胞糖萼展開，該宣稱無可抽取的內容，記此為原文問題,glycocalyx/heparanase#3.2,
5.6.2-dr-octa-thickness-50-80pct,5.6.2,OCT-A 結合糖萼染色顯示糖尿病視網膜病變患者的視網膜毛細血管糖萼厚度減少 50-80%。,epidemiology,,,unverified,high,,具體數值。原文於方法後標註「（研究中）」，該限定記此，statement 未含。厚度減少值的第六個版本；與同節的 5.6.2-dr-stz-thickness-70-90pct（STZ 鼠 70-90%）數值範圍相鄰而族群不同（人體／動物），須確認兩者是否互為轉述。〔2026-08-01〕claim_type 由 fact 改為 measurement（STATUS §5 核准，選項 A）〔2026-08-02〕claim_type 由 measurement 改為 epidemiology（schema v9 人體閘門）,glycocalyx/heparanase#3.4,
5.6.2-dr-pericyte-apoptosis,5.6.2,HS 降解使 PDGF-B 訊號中斷，導致周細胞早期凋亡。,mechanism,,,unverified,med,,與 5.6.2-dr-pericyte-hs-pdgfb 為同一因果鏈的兩個環節，依 SCHEMA §6 分列。周細胞凋亡為 DR 的既有病理，但「因 HS 降解而凋亡」是本檔的歸因，查證時須與其他周細胞凋亡機制對照,glycocalyx/heparanase#3.3,
5.6.2-dr-pericyte-hs-pdgfb,5.6.2,周細胞依靠糖萼中的 HS 結合 PDGF-B 以維持存活訊號。,mechanism,,,unverified,med,,分子層宣稱。屬 STATUS §3.12「歸屬漂移發生在分子層」的候選型態——查證時把「結合 PDGF-B 的分子」與「維持周細胞存活的訊號」拆開查,glycocalyx/heparanase#3.3,
5.6.2-dr-ras-ang2-adam17,5.6.2,視網膜局部 RAS 活化使 Angiotensin II 上調 heparanase 與 ADAM17，造成 syndecan-1 與 glypican-1 大量脫落。,mechanism,,,unverified,high,,與 5.6.1-dkd-ras-ang2-adam17 幾乎逐字相同，差異僅在器官脈絡。依 SCHEMA §2 歸屬不同故分列；若查證顯示該機制為器官中性，兩列應合併至 4.1.3（肝素酶上游調控）——本批未合併，記為待決，見本批報告。兩列須同批查證,glycocalyx/heparanase#3.2,
5.6.2-dr-retina-highest-oxygen,5.6.2,視網膜是人體耗氧最高的組織。,fact,,,unverified,med,,背景事實，原文作為「視網膜氧化壓力比腎臟更劇烈」的前提。TOPICS 無「器官代謝背景」節點，依主題最貼近者暫置 5.6.2；若 §4 出現同型宣稱再一併提案建節點，見本批報告待建節點。「最高」為絕對級，查證時須確認比較基準（單位重量或單位體積耗氧）,glycocalyx/heparanase#3.2,
5.6.2-dr-retina-rage-expression,5.6.2,視網膜內皮細胞與周細胞皆強烈表現 RAGE。,fact,,,unverified,med,,「強烈」的比較基準（相對於何種組織）原文未給。與 4.2.1-ages-rage-mmp 為不同條：該列為 AGEs-RAGE-MMP 通路，本列為受體表現的組織分布,glycocalyx/heparanase#3.2,
5.6.2-dr-reversible-window,5.6.2,糖萼損傷是糖尿病視網膜病變的可逆階段，錯過則進入不可逆的視網膜損傷。,mechanism,,,unverified,high,,與 5.6.1-dkd-glycocalyx-reversible-window 為平行宣稱而器官不同，兩列並存。「可逆」為強宣稱，須有逆轉實證而非僅時序推論,glycocalyx/heparanase#3.1,
5.6.2-dr-sdc1-earlier-than-fundus,5.6.2,血中 syndecan-1 與 heparan sulfate 可能成為比眼底攝影更早的糖尿病視網膜病變篩查標記。,epidemiology,,,unverified,high,,原文作「有望成為」，模態依 STATUS §3.18 保留為「可能」。與 5.6.1-dkd-sdc1-earlier-than-uacr 為平行宣稱而對照指標不同（該列對 UACR，本列對眼底攝影）。〔2026-08-01〕claim_type 由 fact 改為 epidemiology（schema v8 逐列複核）,glycocalyx/heparanase#3.6,
5.6.2-dr-stz-thickness-70-90pct,5.6.2,STZ 糖尿病鼠的糖萼厚度於 2-4 週內減少 70-90%。,fact,,,unverified,high,,具體數值加時間窗。厚度減少值的第五個版本，與 2.2-pathological-50-90pct（泛病理 50-90%）、4.2.1-dm-thickness-50-70pct（糖尿病患者 50-70%）、5.6.1-dkd-animal-thickness-60-80pct（動物 1-2 週 60-80%）、5.6.1-dkd-sdf-sublingual-50pct（T2D 舌下 50%）並存。五條的物種、部位、量測法、時間窗各不相同而數值相近，依 SCHEMA §2 為不同條，須同批查證以判斷是否源自同一份研究,glycocalyx/heparanase#3.2,
5.6.2-dr-timeline-npdr-1-5y,5.6.2,高血糖出現後 1-5 年出現微血管瘤、硬性滲出與棉絮斑，屬非增殖期糖尿病視網膜病變。,fact,,,unverified,high,,DR 時間序第三階段。本階段上界（5 年）與第四階段下界（5 年）重疊，原文未說明歸屬,glycocalyx/heparanase#3.1,
5.6.2-dr-timeline-pdr-5-15y,5.6.2,高血糖出現後 5-15 年出現新生血管與玻璃體出血，屬增殖期糖尿病視網膜病變。,fact,,,unverified,high,,DR 時間序第四階段。DKD 時間序（5.6.1 三列）僅三階段且末階段為「數月至數年」，DR 為四階段且延伸至 15 年；兩者的時間尺度不對等，查證時不得互相代換,glycocalyx/heparanase#3.1,
5.6.2-dr-timeline-pericyte-acellular-months,5.6.2,高血糖出現後數月出現視網膜內皮細胞與周細胞功能障礙，無細胞毛細血管增加。,fact,,,unverified,high,,DR 時間序第二階段。含兩個可獨立證偽的終點（細胞功能障礙／無細胞毛細血管增加），原文並列於同一階段；查證時若兩者時窗不同，依 SCHEMA §6 拆,glycocalyx/heparanase#3.1,
5.6.2-dr-timeline-thinning-weeks,5.6.2,高血糖出現後數週內視網膜微血管糖萼明顯變薄與脫落。,fact,,,unverified,high,,DR 時間序第一階段。與 5.6.1-dkd-timeline-thinning-days-weeks（腎臟：數天至數週）為平行值而時窗不同，兩列並存以偵測漂移。原文 §3.2 標題稱 DR 的糖萼損傷「比腎臟更早、更劇烈」，但本階段的時窗反而晚於 DKD 版本，該內部不一致記此待查,glycocalyx/heparanase#3.1,
5.6.2-dr-vegfa-early-heparanase,5.6.2,高血糖使早期 VEGF-A 輕度上升並誘導 heparanase。,mechanism,,,unverified,med,,「早期」與「輕度」為原文模態，依 STATUS §3.18 逐字保留。與 5.6.2-dr-hypoxia-hif1a-vegf 的 VEGF 角色相反（本列為上游誘導者，該列為下游產物），原文以「局部惡性循環」串接，查證時須確認兩個方向各自的證據,glycocalyx/heparanase#3.2,
5.6.3-dn-angii-vegf-adam17,5.6.3,Angiotensin II 與 VEGF 誘導 ADAM17，造成 syndecan-1 與 syndecan-4 大量脫落。,mechanism,,,unverified,high,,與 5.6.1-dkd-ras-ang2-adam17、5.6.2-dr-ras-ang2-adam17 為同一段落的第三次複製，但兩處漂移：上游多了 VEGF（另兩列僅 Ang II），下游的脫落對象由「syndecan-1 與 glypican-1」變為「syndecan-1/4」。三列須同批查證，並確認 glypican-1 與 syndecan-4 何者為原始文獻所述,glycocalyx/heparanase#4.2.1,
5.6.3-dn-biomarker-ncv-ccm-correlation,5.6.3,糖尿病神經病變患者血中 syndecan-1 與 heparan sulfate 濃度與神經傳導速度及角膜神經纖維密度高度負相關。,epidemiology,,,unverified,high,,「高度負相關」無相關係數，查證時須取得實際數值。與 5.6.1-dkd-biomarker-uacr-correlation、5.6.2-dr-biomarker-severity-correlation 為三器官平行宣稱而對照終點不同（UACR／DR 嚴重度／NCV 與 CCM）。本列的標記只有兩項，另兩列為三項（多 hyaluronan）,glycocalyx/heparanase#4.4,
5.6.3-dn-bnb-barrier-70-80pct,5.6.3,血神經屏障有 70-80% 由糖萼維持。,fact,,,unverified,high,,具體數值。屏障貢獻百分比的第三個版本：腎小球 70%（僅電荷選擇性，5.6.1-dkd-charge-selectivity-70pct）、視網膜 60-80%（電荷與機械，5.6.2-dr-brb-barrier-60-80pct）、血神經屏障 70-80%（本列，未指明屏障類型）。三者的量綱界定各不相同，須同批查證。同 5.6.2 對應列，本列為定量歸因，查證採 mechanism 的檢索取向,glycocalyx/heparanase#4.2.1,
5.6.3-dn-bnb-collapse-influx,5.6.3,HS 減少使白蛋白與免疫球蛋白滲入神經內，產生直接毒性並誘發神經內發炎。,mechanism,,,unverified,med,,免疫球蛋白滲入為 DN 特有，DKD 與 DR 的對應敘述僅提白蛋白（DR 另加脂蛋白）。三器官的滲漏分子清單各不相同，查證時須確認是各自的文獻依據還是轉述時的替換,glycocalyx/heparanase#4.3,
5.6.3-dn-ccm-earlier-2-5y,5.6.3,糖尿病患者角膜神經糖萼厚度的下降比神經纖維密度下降早 2-5 年。,epidemiology,,,unverified,high,,與 5.6.3-dn-ccm-earlier-than-fiber-density（同方向、未給前導時間，來源 §4.4）互相標註，本列的前導時間出自 §5.1。原文附「2024–2025 年多篇研究（Lancet Diabetes Endocrinol）證實」，具名期刊但未具名論文，時間形容詞依 SCHEMA §6 移除，原措辭記此,glycocalyx/heparanase#5.1,
5.6.3-dn-ccm-earlier-than-fiber-density,5.6.3,角膜神經糖萼厚度的下降早於角膜神經纖維密度的下降。,epidemiology,,,unverified,high,,前導時序宣稱。原文於本節未給前導時間，但本檔 §5.3 另稱「早 2-5 年」，屆時分列並互相標註。與 5.6.3-dn-iendf-skin-biopsy 同型而平台不同,glycocalyx/heparanase#4.4,
5.6.3-dn-ccm-sdc1-screening,5.6.3,角膜神經糖萼厚度與血中 syndecan-1 可能成為比傳統電生理更早、更敏感的糖尿病神經病變篩查工具。,epidemiology,,,unverified,high,,原文作「有望成為」，模態依 STATUS §3.18 保留為「可能」。三器官的篩查宣稱平行值：DKD 對 UACR（5.6.1-dkd-sdc1-earlier-than-uacr）、DR 對眼底攝影（5.6.2-dr-sdc1-earlier-than-fundus）、DN 對傳統電生理（本列）。本列同時宣稱「更早」與「更敏感」兩件事，查證時須分開,glycocalyx/heparanase#4.6,
5.6.3-dn-ccm-thickness-40-60pct,5.6.3,角膜共軛焦顯微鏡顯示糖尿病患者的角膜神經糖萼厚度減少 40-60%。,epidemiology,,,unverified,high,,具體數值。厚度減少值的第七個版本，且是六個既有版本中最低的一組（40-60%），量測部位為角膜神經而非血管。原文附「2024 年多篇 Lancet Diabetes & Endocrinology 論文」，具名期刊但未具名論文，時間形容詞依 SCHEMA §6 移除，原措辭記此供查證。〔2026-08-02〕claim_type 由 measurement 改為 epidemiology（schema v9 人體閘門）,glycocalyx/heparanase#4.4,
5.6.3-dn-cfiber-full-dependence,5.6.3,無髓鞘 C 纖維與 Aδ 纖維的營養完全依賴微血管糖萼。,mechanism,,,unverified,med,,「完全依賴」為絕對宣稱。與 5.6.2-dr-brb-glycocalyx-dependence（「幾乎完全依賴」）為同型宣稱而模態更強，構成三器官的模態遞增序列之一，見 STATUS §3.20,glycocalyx/heparanase#4.3,
5.6.3-dn-earliest-event,5.6.3,糖萼損傷是糖尿病神經病變最早期的病理機制之一，早於軸突變性與脫髓鞘。,fact,,,unverified,high,,接縫前言原文：「截至2025年11月，國際共識已將『微血管糖萼與神經內糖萼（endoneurial & perineurial glycocalyx）損傷』視為糖尿病神經病變最核心、最早期的病理機制之一，甚至比軸突變性或脫髓鞘還早出現」。時間形容詞與未具名權威依 SCHEMA §6 移除，原措辭記此；「最核心」無操作定義，未納入。與 5.6.2-dr-earliest-detectable-event 為平行宣稱而器官與對照事件不同（該列對微血管瘤，本列對軸突變性與脫髓鞘）,glycocalyx/heparanase#4.6;glycocalyx/heparanase#L280-281,
5.6.3-dn-em-microvascular-near-complete-loss,5.6.3,電子顯微鏡顯示糖尿病患者神經內微血管糖萼幾乎完全消失。,epidemiology,,,unverified,high,,「幾乎完全消失」為定性極值，與本檔各處的厚度減少百分比（最高 70-90%）不同量綱，查證時須確認是同一組研究的不同表述還是不同來源。〔2026-08-02〕claim_type 由 measurement 改為 epidemiology（schema v9 人體閘門）,glycocalyx/heparanase#4.4,
5.6.3-dn-ext1-ko-mouse,5.6.3,內皮特異性敲除 EXT1 的小鼠出現自發性神經傳導減慢與疼痛過敏。,mechanism,,,unverified,high,,與 5.6.1-dkd-ext1-ko-mouse 為同一基因敲除模型而表型不同（該列為自發性蛋白尿與腎小球硬化）。同一模型在兩節產生兩組表型，查證時須確認是否出自同一份研究——若是，本檔把一份研究的多器官表型拆寫成兩節各自的證據,glycocalyx/heparanase#4.4,
5.6.3-dn-heparanase-evidence-1b,5.6.3,Heparanase 在糖尿病神經病變中的致病角色，證據等級為 1B。,epidemiology,,,unverified,high,,§6.3.3 表證據等級欄,glycocalyx/heparanase#6.3.3,
5.6.3-dn-heparanase-injection-nbf-50pct,5.6.3,動物實驗中單純以肝素酶注射降解糖萼即可造成神經內血流下降 50%。,fact,,,unverified,high,,具體數值。這是本檔少數的因果分離實驗（不經糖尿病、僅移除糖萼）。原文續稱「完全模擬糖尿病神經缺氧」，為絕對宣稱且需與糖尿病模型的實測值對照，未納入 statement，記此待查,glycocalyx/heparanase#4.3,
5.6.3-dn-heparanase-overexpression-phenotype,5.6.3,過表現 heparanase 的小鼠即使血糖正常也出現典型的糖尿病神經病變。,mechanism,,,unverified,high,,與 5.6.2-dr-heparanase-overexpression-phenotype（即使無糖尿病也出現 DR 樣病變）為同一實驗設計的第二次出現。兩列的措辭差異值得注意：DR 版作「DR 樣病變」，本列作「典型的糖尿病神經病變」——後者未加「樣」字，宣稱強度較高。須確認是否為同一份研究的兩次轉述,glycocalyx/heparanase#4.4,
5.6.3-dn-hs-loss-axon-demyelination,5.6.3,HS 降解使神經修復能力喪失，導致軸突變性與脫髓鞘。,mechanism,,,unverified,med,,與 5.6.3-dn-schwann-hs-ngf-bdnf 為同一因果鏈的下游環節，依 SCHEMA §6 分列。軸突變性與脫髓鞘同時也是 5.6.3-dn-earliest-event 的對照事件，兩列查證時併看,glycocalyx/heparanase#4.3,
5.6.3-dn-iendf-skin-biopsy,5.6.3,糖尿病疼痛患者的皮膚活檢顯示表皮內神經纖維密度下降之前糖萼已變薄。,epidemiology,,,unverified,high,,前導時序宣稱，未給前導時間長度。與 5.6.3-dn-ccm-earlier-than-fiber-density 同型（糖萼變化早於神經纖維指標）而量測平台不同（皮膚活檢／角膜共軛焦顯微鏡），兩列須同批查證。〔2026-08-02〕claim_type 由 measurement 改為 epidemiology（schema v9 人體閘門，全帳本掃描新增列）,glycocalyx/heparanase#4.3,
5.6.3-dn-is-glycocalyx-disease,5.6.3,糖尿病神經病變的本質是微血管糖萼與神經內糖萼的病變，而非代謝性神經病變。,mechanism,,,unverified,high,,強等同宣稱，原文以「從一開始就不是……而是」表述，未保留任何模態。「X 的本質就是糖萼病變」句式的第三次出現：5.6.1-dkd-microalbuminuria-is-glycocalyx（微量白蛋白尿）、5.6.2-dr-dme-is-glycocalyx（糖尿病黃斑水腫）、本列（整個疾病）。本列的範圍最大——前兩列的主詞是單一臨床表現，本列是整個疾病實體,glycocalyx/heparanase#4.6,
5.6.3-dn-more-hypoxia-prone-than-glomerulus,5.6.3,神經內血管比腎小球更容易缺氧。,fact,,,unverified,med,,比較級但可證偽（兩處的氧分壓或缺氧閾值可量測）。原文緊接的「機制與腎臟、視網膜高度相似，但更敏感」無操作定義，未納入 statement。本列是三器官嚴重度遞增序列中唯一給出可查理由的一句，見 STATUS §3.20,glycocalyx/heparanase#4.2.1,
5.6.3-dn-nerve-biopsy-albumin,5.6.3,糖尿病患者的神經活檢顯示神經內明顯的白蛋白滲出。,epidemiology,,,unverified,high,,原文稱此為「最早病理發現」，屬時序宣稱，未納入 statement，記此待查。與 5.6.1-dkd-em-early-thinning（電子顯微鏡顯示 DKD 早期糖萼變薄）同為具名量測平台的人體組織發現。〔2026-08-02〕claim_type 由 measurement 改為 epidemiology（schema v9 人體閘門）,glycocalyx/heparanase#4.3,
5.6.3-dn-no-loss-terminal-constriction,5.6.3,糖萼脫落使內皮 NO 生成減少，造成終末血管收縮。,mechanism,,,unverified,med,,與 5.6.1-dkd-shear-loss-hyperfiltration 為同一機制在不同血管床的結果分歧：腎小球是入球小動脈收縮導致高濾過，神經是終末血管收縮導致缺氧。上游相同而下游相反（高灌流／低灌流），查證時須確認兩者的血管床依據,glycocalyx/heparanase#4.3,
5.6.3-dn-preclinical-fully-reversible,5.6.3,糖萼損傷是糖尿病神經病變的臨床前階段，早期干預可完全逆轉。,mechanism,,,unverified,high,,「完全逆轉」為絕對宣稱。三器官的同位句構成模態遞增序列：DKD「最早的可逆階段」、DR「可逆階段的關鍵」、DN「可完全逆轉」——同一種宣稱逐節加強，而三節皆未給逆轉實證。與 5.6.1-dkd-glycocalyx-reversible-window、5.6.2-dr-reversible-window 須同批查證,glycocalyx/heparanase#4.1,
5.6.3-dn-ranvier-hs-loss-conduction,5.6.3,Ranvier 結節的 HS 喪失造成 Na⁺ 通道簇集障礙，使傳導速度下降。,mechanism,,,unverified,high,,本檔唯一一條把糖萼降解接到具體電生理終點的機制鏈。與 5.6.3-dn-timeline-nbf-ncv-1-3m 為不同條：該列為時間序，本列為成因。**對象非血管糖萼**，見本批報告待建節點,glycocalyx/heparanase#4.2.2,
5.6.3-dn-schwann-glycocalyx-function,5.6.3,雪旺氏細胞表面的糖萼負責髓鞘穩定與離子通道定位。,mechanism,,,unverified,med,,與 5.6.3-dn-schwann-glycocalyx-thicker 為不同條：該列講厚度，本列講功能。**對象非血管糖萼**，見本批報告待建節點,glycocalyx/heparanase#4.2.2,
5.6.3-dn-schwann-glycocalyx-thicker,5.6.3,雪旺氏細胞表面的糖萼比內皮糖萼厚。,fact,,,unverified,high,,比較級但可證偽（兩者厚度可量測）。原文作「極厚的糖萼（比內皮還厚）」。本檔既有的內皮糖萼厚度為 0.5-5 μm（2.1.1-invivo-0.5-5um），本列未給雪旺氏細胞的數值，查證時須取得。**本列的對象非血管糖萼**，見本批報告待建節點,glycocalyx/heparanase#4.2.2,
5.6.3-dn-schwann-heparanase-autodegradation,5.6.3,高血糖使雪旺氏細胞直接表現 heparanase 並降解自身糖萼。,mechanism,,,unverified,high,,「直接表現」指細胞自身表現而非外源，為自體降解的關鍵限定。與 5.6.1-dkd-heparanase-glomerular-podocyte（腎小球內皮與足細胞表現 heparanase）同型而細胞別不同。**對象非血管糖萼**，見本批報告待建節點。〔2026-08-02〕§6.3.3 表第 3 列重述雪旺氏細胞 heparanase 升高導致血神經屏障破壞，追加 source_ref,glycocalyx/heparanase#4.2.2;glycocalyx/heparanase#6.3.3,
5.6.3-dn-schwann-hs-ngf-bdnf,5.6.3,雪旺氏細胞糖萼中的 HS 是 NGF 與 BDNF 的儲存庫。,mechanism,,,unverified,med,,分子層宣稱，屬 STATUS §3.12（歸屬漂移發生在分子層）的候選型態——查證時把「結合 NGF/BDNF 的分子」與「儲存庫的所在位置」拆開查。與 5.6.2-dr-pericyte-hs-pdgfb（HS 結合 PDGF-B 維持周細胞存活）為同型句構，生長因子不同,glycocalyx/heparanase#4.3,
5.6.3-dn-sciatic-heparanase-30-80x,5.6.3,糖尿病鼠坐骨神經的 heparanase 升高 30-80 倍。,fact,,,unverified,high,,具體數值。heparanase 升高倍數的第三個版本：DKD 患者腎組織 10-50 倍（5.6.1-dkd-heparanase-10-50x）、視網膜 20-100 倍（5.6.2-dr-heparanase-20-100x，含患者與動物模型）、糖尿病鼠坐骨神經 30-80 倍（本列，僅動物）。三個範圍互相重疊而上下界各異，須同批查證以判斷是否同源。本列因限於動物而 claim_type 為 fact，另兩列涉人體族群,glycocalyx/heparanase#4.2.1,
5.6.3-dn-smallfiber-earliest-symptom,5.6.3,糖萼損傷使小纖維最早受損，產生灼痛、刺痛與感覺異常。,mechanism,,,unverified,med,,「最早受損」為時序宣稱，須與 5.6.3-dn-timeline-pain-6-24m（6-24 個月）對照。原文標題稱小纖維神經病變為「最常見的臨床表現」，屬絕對級流行病學宣稱，未納入 statement，記此待查,glycocalyx/heparanase#4.3,
5.6.3-dn-symptoms-are-glycocalyx,5.6.3,疼痛、感覺異常與神經傳導減慢的本質是神經內微血管糖萼崩潰所致的慢性缺氧與發炎。,mechanism,,,unverified,high,,與 5.6.3-dn-is-glycocalyx-disease 為不同條：該列的主詞是疾病實體，本列是三個具體症狀，且本列指名中介機制（慢性缺氧與發炎）。原文以「本質是」表述，未保留模態,glycocalyx/heparanase#4.6,
5.6.3-dn-terminal-vessels,5.6.3,周邊神經的營養血管是終末血管。,fact,,,unverified,med,,背景事實，原文作為「神經內血管比腎小球更容易缺氧」的前提。與 5.6.2-dr-retina-highest-oxygen 同型（器官代謝或血管構造的背景事實），至此有兩個樣本，已於本批報告提出建節點提案。暫置 5.6.3,glycocalyx/heparanase#4.2.1,
5.6.3-dn-timeline-motor-years,5.6.3,高血糖出現後數年出現運動神經受累、潰瘍與截肢。,fact,,,unverified,high,,DN 時間序第四階段。與 DR 第四階段（5-15 年）不同，本列僅作「數年後」而無數值範圍——同一份文件的三個器官章節，只有 DR 的末期給了具體年數,glycocalyx/heparanase#4.1,
5.6.3-dn-timeline-nbf-ncv-1-3m,5.6.3,高血糖出現後 1-3 個月出現神經內血流下降與神經傳導速度減慢。,fact,,,unverified,high,,DN 時間序第二階段。原文註明神經傳導速度「電生理可測」，為量測可及性的限定，未納入 statement。含兩個可獨立證偽的終點（NBF／NCV），查證時若時窗不同依 SCHEMA §6 拆,glycocalyx/heparanase#4.1,
5.6.3-dn-timeline-pain-6-24m,5.6.3,高血糖出現後 6-24 個月出現感覺異常與疼痛，屬小纖維神經病變。,fact,,,unverified,high,,DN 時間序第三階段,glycocalyx/heparanase#4.1,
5.6.3-dn-timeline-thinning-weeks,5.6.3,高血糖出現後數週內神經內微血管與雪旺氏細胞糖萼明顯變薄。,fact,,,unverified,high,,DN 時間序第一階段。三器官第一階段的平行值：DKD 數天至數週、DR 數週內、DN 數週內。DKD 最早而 DR 與 DN 相同——與原文各節標題宣稱的嚴重度遞增（DR「比腎臟更早、更劇烈」、DN「比疼痛症狀早得多」、§4.2.1「比腎臟、視網膜更敏感」）不一致，見 STATUS §3.20。本列同時涵蓋微血管與雪旺氏細胞兩種糖萼，後者非血管糖萼，見本批報告待建節點,glycocalyx/heparanase#4.1,
5.7-ai-sdf-auto-scoring,5.7,SDF 影像可結合 AI 自動分析並計算糖萼損傷分數。,measurement,,,unverified,med,,出自 §5.3 新技術表「原理」欄。同列「預計上市時間 2025年底」與「敏感度預估：高」不建列，數值記此,glycocalyx/heparanase#5.3,
5.7-alcian-blue-hs-octa,5.7,Alcian blue 染色可特異染出 heparan sulfate 並與 OCT-A 結合成像。,measurement,,,unverified,med,,出自 §5.3 新技術表「原理」欄。同列「預計上市時間 2026」與「敏感度預估：高」不建列，數值記此,glycocalyx/heparanase#5.3,
5.7-ccm-nerve-and-glycocalyx,5.7,角膜共軛焦顯微鏡可同時觀察角膜神經纖維與神經周圍糖萼厚度。,measurement,,,unverified,med,,出自 §5.1 CCM 段。主詞為平台能力，依 SCHEMA §2（v9）人體閘門不適用，維持 measurement,glycocalyx/heparanase#5.1,
5.7-cec-cd146-sdc1-low,5.7,循環內皮細胞的糖萼狀態可以流式細胞儀偵測 CD146 陽性且 Syndecan-1 低表現的細胞來評估。,measurement,,,unverified,med,,出自 §5.2 第 1 項。主詞為量測方法本身,glycocalyx/heparanase#5.2,
5.7-cec-loses-surface-sdc1,5.7,糖萼嚴重脫落時循環內皮細胞會失去表面 Syndecan-1。,fact,,,unverified,med,,出自 §5.2 第 1 項。「嚴重」為程度限定，原文未給判準,glycocalyx/heparanase#5.2,
5.7-damaged-effective-volume-increase,5.7,糖萼損傷者的有效循環體積增加。,fact,,,unverified,med,,出自 §5.2 第 3 項。原文以糖萼佔非循環體積為前提推導此結果，兩者為同一敘述的因與果，故分列,glycocalyx/heparanase#5.2,
5.7-detect-years-before-microalbuminuria,5.7,糖萼損傷可在微量白蛋白尿出現前數年被檢測到。,epidemiology,,,unverified,high,,原文「2025年我們終於有能力在『微量白蛋白尿出現前數年』就檢測到」，時間形容詞依 SCHEMA §6 移除。〔注意〕與同文件 §5.1 表格的「早 6-12 個月」（本批 5.5-sdc1-earlier-than-microalbuminuria-6-12m）量級不一致,glycocalyx/heparanase#5.5,
5.7-earliest-endothelial-indicator,5.7,糖萼損傷是最早出現的內皮病變指標。,epidemiology,,,unverified,med,,原文措辭「糖萼損傷是21世紀最早的內皮病變指標」，時間形容詞依 SCHEMA §6 移除，原措辭記此。最高級「最早」的比較範圍未在原文界定,glycocalyx/heparanase#5.5,
5.7-egc-damage-precedes-organ-markers,5.7,糖萼損傷比傳統器官損傷指標早數月到數年出現。,epidemiology,,,unverified,high,,§4 與 §5 之間的接縫前言（L362-363）。原文：「糖萼損傷往往比傳統器官損傷指標早數月到數年出現，因此早期診斷是目前最熱門的轉譯研究領域」。時間形容詞與未具名權威依 SCHEMA §6 移除，原措辭記此。處理方式沿用 5.6.3-dn-earliest-event。與本批 5.7-detect-years-before-microalbuminuria、5.5-sdc1-earlier-than-microalbuminuria-6-12m 為同一份文件內三個不同量級的前導時間,glycocalyx/heparanase#L362-363,
5.7-glycocalyx-volume-500-1000ml,5.7,糖萼佔據 500-1000 mL 的非循環體積。,measurement,,,unverified,high,,出自 §5.2 第 3 項。原文未指明此為成人全身值或特定體型下的推估,glycocalyx/heparanase#5.2,
5.7-glycocalyx-volume-dextran40,5.7,內皮糖萼體積可用 Dextran-40 或紅血球與血漿體積差異估算。,measurement,,,unverified,med,,出自 §5.2 第 3 項,glycocalyx/heparanase#5.2,
5.7-laser-speckle-albumin-leak,5.7,雷射散斑對比影像結合靜脈注射螢光標記白蛋白可觀察皮膚微血管的滲漏速率。,measurement,,,unverified,med,,出自 §5.2 第 2 項。原文含「小劑量」但未給具體劑量，依 CLAUDE.md 第 6 條不納入 statement,glycocalyx/heparanase#5.2,
5.7-leak-index-3-10x,5.7,糖萼損傷者的滲漏指數升高 3-10 倍。,epidemiology,,,unverified,high,,出自 §5.2 第 2 項。原文未定義「滲漏指數」的計算方式，也未說明比較基準為健康對照或自身基線,glycocalyx/heparanase#5.2,
5.7-multiphoton-in-vivo-thickness,5.7,多光子顯微鏡活體成像可直接觀察腎小球或視網膜的糖萼厚度。,measurement,,,unverified,med,,出自 §5.3 新技術表「原理」欄。同列「預計上市時間 2026–2028」與「敏感度預估：極高」兩欄依 STATUS §4 不建列（前者為對未來的預測，後者未給可比對的量），數值記此供追溯,glycocalyx/heparanase#5.3,
5.7-nanodrop-hs-fragment,5.7,奈米感測技術可用於血中 heparan sulfate 碎片的床邊即時檢測。,measurement,,,unverified,med,,出自 §5.3 新技術表「原理」欄。原文以「NanoDrop 感測器」為名，NanoDrop 是既有的分光光度計品牌，原文未說明兩者是否為同一物，此為可能的品名誤植。同列「預計上市時間 2027」與「敏感度預估：極高」不建列，數值記此,glycocalyx/heparanase#5.3,
6.1-dn-glycocalyx-paradigm,6.1,具名臨床指引或學會立場聲明將保護神經糖萼列為糖尿病神經病變的治療目標。,therapeutic,,,unverified,high,,原文作「『保護神經糖萼』已成為糖尿病神經病變治療的新典範」，屬未具名權威宣稱，依 SCHEMA §6 改寫為可查核形式；指不出具名來源即判 unsupported。原文續稱「未來 heparanase 抑制劑可能讓糖尿病神經病變從『不可逆』變成『可治癒』」，為前瞻推測且不可證偽，未建列。與 6.1-dr-glycocalyx-paradigm 為同一句式的第二次出現；§2.6 的 DKD 版本仍在補抽清單,glycocalyx/heparanase#4.6,
